【漫畫翻譯】クーヤ：貼圖,5
邁向邦邦樂團故事三章【Afterglow篇（上）】,5
【中篇翻譯】あんてん—『白鷺千聖』,5
Bang Dream 官方推特繪圖彙整 - 2020年前半,5
Bang Dream 官方推特繪圖彙整 - 2021年前半與生日賀圖,4
【漫畫翻譯】えのろく—暖桌與燐子,4
邁向邦邦樂團故事三章【Afterglow篇（下）】,4
【歌詞翻譯】ZEAL of proud ／ Roselia,4
【漫畫翻譯】恭（きょう）—區域對話「真是失禮呢！」,4
【歌詞翻譯】Winking☆Cheer ／ Pastel＊Palettes,4
Bang Dream 官方推特繪圖彙整 - 2019年前半,4
【世界史小簡介】序章,3
【漫畫翻譯】キュードリ：初恋ロマンチカ,3
【漫畫翻譯】Ayutarochan：冰河期雙子,3
【歌詞翻譯】TITLE IDOL ／ Pastel＊Palettes,3
【歌詞翻譯】ONE OF US ／ Afterglow,3
【歌詞翻譯】flame of hope ／ Morfonica,3
【漫畫翻譯】恭（きょう）：想讓八潮老師嚇到的Morfonica四格,3
來聊聊翻譯修圖：8/25,2
【世界史小簡介】目錄篇,2
邁向邦邦樂團故事三章【Pastel＊Palettes篇（一）】,2
BanG Dream 劇情雜談：141,2
邁向邦邦樂團故事三章【ハロー、ハッピーワールド篇（一）】,2
【歌詞翻譯】SENSENFUKOKU ／ Afterglow,2
【漫畫翻譯】恭（きょう）：不給糖就搗蛋,2
【漫畫翻譯】えのろく—有咲的安慰方式,2
【漫畫翻譯】えのろく—友希那生日快樂～,2
【歌詞翻譯】Photograph ／ Poppin'Party,2
Bang Dream 繪師推薦： 乃木,2
Bang Dream 劇情雜談：10/11,2
【中篇翻譯】HAM—日菜與鶇的故事 - 2 -,2
【漫畫翻譯】えのろく—演員們的小短篇,2
【歌詞翻譯】RED RED RED ／ Afterglow,2
【漫畫翻譯】糸麦くん—購物,2
【漫畫翻譯】恭（きょう）—Morfonica速食店,2
【歌詞翻譯】TWiNKLE CiRCLE ／ GBP！スペシャルバンド,2
【漫畫翻譯】えのろく—咖啡,2
【歌詞翻譯】Blessing Chord ／ Roselia,2
Bang Dream 繪師推薦：綾坂,2
【漫畫翻譯】恭（きょう）：歐內醬,2
Bang Dream 繪師推薦：ととねみぎ,2
【歌詞翻譯】I love your way！ ／ Afterglow,2
【漫畫翻譯】恭（きょう）：薰千聖活動小四格,2
Bang Dream 官方推特繪圖彙整 - 2019年後半,2
【歌詞翻譯】Sasanqua ／ Afterglow,2
我的一點資訊,1
【世界史小簡介】模板測試（一）中世南亞與東南亞,1
BanG Dream! 衍生作品與繪師整理,1
邦邦隨便聊：CP二三事,1
期末報告分享：荒原摘要&心得,1
【ACG心得】寫做殭屍讀做傳說—佐賀偶像是傳奇,1
邁向邦邦樂團故事三章【Pastel＊Palettes篇（四）】,1
【漫畫翻譯】えのろく：可愛與帥氣,1
【漫畫翻譯】るっぴー：沙綾與草莓蛋糕,1
週日科目閒聊：公民與社會,1
【漫畫翻譯】えのろく：餵食花音？,1
邁向邦邦樂團故事三章【Pastel＊Palettes篇（二）】,1
【歌詞翻譯】Live Beyond!! ／ Poppin'Party,1
BanG Dream 劇情雜談：147,1
【雜圖翻譯】えのろく：蘭生日快樂！,1
來聊聊歌詞翻譯：3/31,1
BanG Dream 第四年生日祝賀小圖彙整,1
FF37會後記錄,1
【漫畫翻譯】HAM：萬聖節的兩人,1
邦邦隨便聊：入坑前就認識的聲優們（後篇）,1
BanG Dream! GBP新春猜歌大會解答篇,1
結婚計念日：2/20,1
邦邦隨便聊：讓我感動的邦邦原創曲（下）,1
BanG Dream 劇情雜談：139~140,1
近況更新：2/3,1
【歌詞翻譯】Sweets BAN! ／ Poppin'Party,1
邦邦隨便聊：讓我感動的邦邦原創曲（上）,1
【漫畫翻譯】えのろく：小鶇生日快樂！,1
"【歌詞翻譯】Easy come, Easy go！ ／ Afterglow",1
【漫畫翻譯】えのろく：小彩與彈珠汽水,1
As ever Day 1小感想：12/19,1
Bang Dream 情報雜談：12/18,1
Bang Dream 劇情雜談：132~134,1
【歌詞翻譯】ハーモニー・デイ (short ver.) ／ Morfonica,1
只是個運動會雜談：11/24,1
生活雜記：如何坐客運,1
【漫畫翻譯】クーヤ：姊姊,1
Bang Dream 劇情雜談：11/5,1
【漫畫翻譯】ウマ子—作為前輩,1
Bang Dream 劇情雜談：10/24,1
Bang Dream 情報雜談：10/23,1
【漫畫翻譯】るっぴー：蘭與ひまり,1
對PPP新曲的小感想,1
看完直後初心得：ONE OF US,1
邦邦隨便聊：入坑前就認識的聲優們（前篇）,1
Bang Dream 繪師推薦：ミア,1
Bang Dream 劇情雜談：10/6,1
【漫畫翻譯】えのろく—楓葉,1
這個月的大略計畫：10/3,1
【漫畫翻譯】るっぴー：謊言裡的真心話,1
Bang Dream 雜談：9/30,1
【歌詞翻譯】Power of LOVE!!! ／ Pastel＊Palettes,1
Bang Dream 繪師推薦：ユッケじゃん！,1
Bang Dream 雜談：9/23,1
Bang Dream 雜談：9/20,1
邁向邦邦樂團故事三章【序】,1
Bang Dream 雜談：9/16,1
Bang Dream 雜談：9/11,1
【漫畫翻譯】恭（きょう）—修羅場,1
暑假回顧感謝文和今後日程調整：9/1,1
【漫畫翻譯】るっぴー：有著好學妹的彩學姐,1
Bang Dream 雜談：8/26,1
Bang Dream 繪師推薦：しぴー,1
【漫畫翻譯】るっぴー：好像很好吃的樣子呢,1
【漫畫翻譯】えのろく—愚人節之P*P篇,1
【漫畫翻譯】糸麦くん—冰川家的日常,1
Bang Dream 雜談：8/12,1
【漫畫翻譯】糸麦くん—想養動物的冰川日菜,1
Bang Dream 繪師推薦：糸麦くん,1
關於授權翻譯的集中處,1
Bang Dream 雜談：8/4,1
【漫畫翻譯】恭（きょう）：讀書之秋,1
Bang Dream 雜談：7/31,1
【漫畫翻譯】えのろく：はぐみ生日快樂！,1
Bang Dream 雜談：7/23,1
Bang Dream 官方四格翻譯：第240話—私底下的樣子,1
【漫畫翻譯】恭（きょう）：AAO~~!,1
Bang Dream 官方推特插圖彙整 - 2016年~2017年,1
【歌詞翻譯】スマイルブーケで た〜まや〜！ ／ ハロー、ハッピーワールド！,1
【漫畫翻譯】えのろく：半夜吃冰的小彩,1
Bang Dream 官方推特插圖彙整 - 2018年,1
【歌詞翻譯】あっつあつ 常夏 らぶ☆サマー！ ／ Pastel＊Palettes,1
Bang Dream 雜談：7/15,1
【漫畫翻譯】るっぴー：「打擊區這樣的舞台」,1
Bang Dream 繪師推薦：えのろく,1
Bang Dream 繪師推薦：恭(きょう),1
Bang Dream 雜談：7/7—日版入服初心得,1
我的バンドリ履歷書,1
Bang Dream 繪師推薦：HAM,1
【歌詞翻譯】ゆめゆめグラデーション ／ Pastel＊Palettes,1
【歌詞翻譯】うぃーきゃん☆フレフレっ！ ／ ハロー、ハッピーワールド！,1
【歌詞翻譯】絆色のアンサンブル ／ Poppin'Party × Pastel＊Palettes × Morfonica,0
週日科目閒聊：家政,0
轉換心情：8/16,0
[交換小屋企劃] 介紹喜歡的遊戲,0
BanG Dream 劇情簡談：145~155,0
高中時期的回憶：朋友印象,0
回歸平靜：8/6,0
回覆生日表單,0
20歲了。,0
簡單聊聊生日這件事：8/1,0
每次要想標題和縮圖就好累：7/30,0
來聊聊「死亡」吧：7/25,0
睡不著真的會想到很多事：7/22,0
期末報告分享：ACG與我,0
【歌詞翻譯】ぶっちゃけてフォーユー／フランシュシュ,0
週日科目閒聊：數學,0
BanG Dream 劇情雜談：156與三章想法,0
【歌詞翻譯】Sprechchor (short ver.) ／ Roselia,0
【漫畫翻譯】えのろく：PPP的新年,0
高中時期的回憶：一些瑣事,0
忘卻時間的日子：7/10,0
期末報告分享：正紅旗下摘要&心得,0
【世界史小簡介】番外篇：日本史小簡介,0
暑假開始囉！：7/4,0
來聊聊無性戀吧：7/4,0
【漫畫翻譯】えのろく：伊芙的生日禮物,0
【歌詞翻譯】追い風トラベラーズ（TV size）,0
蹦嘎的一個月：6/26,0
【歌詞翻譯】ないすみちゅっ！ ／ ハロー、ハッピーワールド！,0
居然一年了：6/3,0
近況更新：5/30,0
うぇるかむ to OUR MUSIC♪ DAY1小感想：5/15,0
3000GP了&突發閒聊：5/10,0
來聊聊親情吧：5/9,0
邁向邦邦樂團故事三章【Pastel＊Palettes篇（三）】,0
抽空來聊天：5/6,0
【ACG心得】淡淡流過的悠閒時光—搖曳露營△,0
【生活雜記】期中考後的半日遊,0
【歌手推薦】駕馭各式曲風的雙人團體—FantasticYouth,0
看過的作品清單,0
【漫畫翻譯】えのろく：あこ與姐姐生日,0
來聊聊吧(第一個新坑？),0
偶爾來閒聊：4/9,0
千聖生日快樂！：4/6,0
【漫畫翻譯】えのろく：巧克力螺旋,0
BanG Dream 劇情雜談：142~144(連載結束),0
一點抒發&小小通知：3/16,0
【漫畫翻譯】恭（きょう）：遲到了！,0
Flowerful＊ Day1小感想：2/27,0
單純的FF37出現預告～,0
【漫畫翻譯】Ayutarochan：千聖與日菜的閒暇時間,0
【歌詞翻譯】にこにこねくと！ ／ ハロー、ハッピーワールド！,0
2021年 BanG Dream! GBP新春猜歌大會,0
不知道在聊些甚麼：1/29,0
2000GP就再來辦一次Q&A吧！：解答篇&回顧聊聊,0
【歌詞翻譯】Keep Heart (short ver.) ／ Roselia,0
BanG Dream 劇情雜談：136~138,0
2000GP就再來辦一次Q&A吧！：提問篇,0
今天來懷舊：1/15,0
Bang Dream 官方推特繪圖彙整 - 2020年後半與生日賀圖,0
閒聊&發巧克力：12/24,0
三團七單發售心得(專輯篇)：12/20,0
Bang Dream 劇情雜談：135,0
時間過的超快的…：12/9,0
【漫畫翻譯】えのろく：おたえ生日快樂！,0
三團七單發售心得 (歌曲篇)：11/26,0
邦邦推特活動閒聊：讀書之秋～介紹最喜歡的劇情,0
近況更新：11/19,0
讚啦：11/11,0
啥？：11/7,0
第一次嘗試閒聊：11/4?,0
【歌詞翻譯】I knew it! ／ Afterglow,0
【歌詞翻譯】えがお、み～っけた！ ／ ハロー、ハッピーワールド！,0
Bang Dream！ 少女樂團派對 劇情問答大賽之解答篇（下）,0
Bang Dream！ 少女樂團派對 劇情問答大賽之解答篇（上）,0
【漫畫翻譯】えのろく—小孩子們,0
